,Company,Symbol,Profile,Summary,TFIDF_Summary,TFIDF_Rouge,T5_Rouge
86,"Analog Devices, Inc.",ADI,"Analog Devices, Inc. designs, manufactures, tests, and markets integrated circuits (ICs), software, and subsystems products in the United States, rest of North and South America, Europe, Japan, China, and rest of Asia. The company provides data converter products, which translate real-world analog signals into digital data, as well as translates digital data into analog signals; power management and reference products for power conversion, driver monitoring, sequencing, and energy management applications in the automotive, communications, industrial, and consumer markets; and power ICs that include performance, integration, and software design simulation tools for accurate power supply designs. It also offers amplifiers to condition analog signals; and radio frequency and microwave ICs to support cellular infrastructure; and micro-electro-mechanical systems technology solutions, including accelerometers used to sense acceleration, gyroscopes for sense rotation, inertial measurement units to sense multiple degrees of freedom, and broadband switches for radio and instrument systems, as well as isolators. In addition, the company provides digital signal processing and system products for numeric calculations. It serves clients in the industrial, automotive, consumer, instrumentation, aerospace, defense and healthcare, and communications markets through a direct sales force, third-party distributors, and independent sales representatives, as well as online. Analog Devices, Inc. was incorporated in 1965 and is headquartered in Wilmington, Massachusetts.","Analog Devices, Inc. provides data converter products, which convert real-world analog signals into digital data . It serves clients in the industrial, automotive, consumer, instrumentation, aerospace, defense and healthcare, and communications markets . It provides digital signal processing and system products for numeric calculations .","It also offers amplifiers to condition analog signals; and radio frequency and microwave ICs to support cellular infrastructure; and micro-electro-mechanical systems technology solutions, including accelerometers used to sense acceleration, gyroscopes for sense rotation, inertial measurement units to sense multiple degrees of freedom, and broadband switches for radio and instrument systems, as well as isolators.","{'rouge1': Score(precision=1.0, recall=0.26540284360189575, fmeasure=0.41947565543071164), 'rouge2': Score(precision=1.0, recall=0.2619047619047619, fmeasure=0.41509433962264153), 'rougeL': Score(precision=1.0, recall=0.26540284360189575, fmeasure=0.41947565543071164)}","{'rouge1': Score(precision=0.9767441860465116, recall=0.1990521327014218, fmeasure=0.33070866141732286), 'rouge2': Score(precision=0.8571428571428571, recall=0.17142857142857143, fmeasure=0.2857142857142857), 'rougeL': Score(precision=0.7441860465116279, recall=0.15165876777251186, fmeasure=0.25196850393700787)}"
87,Intel Corp,INTC,"Intel Corporation designs, develops, manufactures, markets, and sells computing and related products and services worldwide. It operates through Client Computing Group, Data Center and AI, Network and Edge, Mobileye, and Intel Foundry Services segments. The company's products portfolio comprises central processing units and chipsets, system-on-chips (SoCs), and multichip packages; mobile and desktop processors; hardware products comprising graphics processing units (GPUs), domain-specific accelerators, and field programmable gate arrays (FPGAs); and memory and storage, connectivity and networking, and other semiconductor products. It also offers silicon devices and software products; and optimization solutions for workloads, such as AI, cryptography, security, storage, networking, and leverages various features supporting diverse compute environments. In addition, the company develops and deploys advanced driver assistance systems (ADAS), and autonomous driving technologies and solutions; and provides advanced process technologies backed by an ecosystem of IP, EDA, and design services, as well as systems of chips, including advanced packaging technologies, software and accelerate bring-up, and integration of chips and driving standards. Further, it delivers and deploys intelligent edge platforms that allow developers to achieve agility and drive automation using AI for efficient operations with data integrity, as well as provides hardware and software platforms, tools, and ecosystem partnerships for digital transformation from the cloud to edge. The company serves original equipment manufacturers, original design manufacturers, cloud service providers, and other manufacturers and service providers. It has a strategic agreement with Synopsys, Inc. to develop EDA and IP solutions; and ARM that enables chip designers to build optimized compute SoCs on the Intel 18A process. Intel Corporation was incorporated in 1968 and is headquartered in Santa Clara, California.","Intel Corporation designs, develops, manufactures, markets, and sells computing and related products and services worldwide . It operates through Client Computing Group, Data Center and AI, Network and Edge, Mobileye, and Intel Foundry Services segments . It serves original equipment manufacturers, original design manufacturers, cloud service providers, and other manufacturers and service providers .","The company's products portfolio comprises central processing units and chipsets, system-on-chips (SoCs), and multichip packages; mobile and desktop processors; hardware products comprising graphics processing units (GPUs), domain-specific accelerators, and field programmable gate arrays (FPGAs); and memory and storage, connectivity and networking, and other semiconductor products.","{'rouge1': Score(precision=1.0, recall=0.1801470588235294, fmeasure=0.3052959501557632), 'rouge2': Score(precision=1.0, recall=0.17712177121771217, fmeasure=0.3009404388714733), 'rougeL': Score(precision=1.0, recall=0.1801470588235294, fmeasure=0.3052959501557632)}","{'rouge1': Score(precision=1.0, recall=0.1875, fmeasure=0.3157894736842105), 'rouge2': Score(precision=0.96, recall=0.17712177121771217, fmeasure=0.29906542056074764), 'rougeL': Score(precision=1.0, recall=0.1875, fmeasure=0.3157894736842105)}"
88,Boeing Company,BA,"The Boeing Company, together with its subsidiaries, designs, develops, manufactures, sells, services, and supports commercial jetliners, military aircraft, satellites, missile defense, human space flight and launch systems, and services worldwide. The company operates through Commercial Airplanes; Defense, Space & Security; and Global Services segments. The Commercial Airplanes segment develops, produces, and markets commercial jet aircraft for passenger and cargo requirements, as well as provides fleet support services. The Defense, Space & Security segment engages in the research, development, production, and modification of manned and unmanned military aircraft and weapons systems; strategic defense and intelligence systems, which include strategic missile and defense systems, command, control, communications, computers, intelligence, surveillance and reconnaissance, cyber and information solutions, and intelligence systems; and satellite systems, such as government and commercial satellites, and space exploration. The Global Services segment offers products and services, including supply chain and logistics management, engineering, maintenance and modifications, upgrades and conversions, spare parts, pilot and maintenance training systems and services, technical and maintenance documents, and data analytics and digital services to commercial and defense customers. The Boeing Company was incorporated in 1916 and is based in Arlington, Virginia.","The Boeing Company wasincorporated in 1916 and is based in Arlington, Virginia . The Company operates through Commercial Airplanes; Defense, Space & Security; and Global Services segments . The Commercial Airplanes segment develops, manufactures, sells, services, and supports commercial jetliners, military aircraft, satellites, missile defense, human space flight and launch systems .","The Defense, Space & Security segment engages in the research, development, production, and modification of manned and unmanned military aircraft and weapons systems; strategic defense and intelligence systems, which include strategic missile and defense systems, command, control, communications, computers, intelligence, surveillance and reconnaissance, cyber and information solutions, and intelligence systems; and satellite systems, such as government and commercial satellites, and space exploration.","{'rouge1': Score(precision=1.0, recall=0.32972972972972975, fmeasure=0.49593495934959353), 'rouge2': Score(precision=1.0, recall=0.32608695652173914, fmeasure=0.4918032786885246), 'rougeL': Score(precision=1.0, recall=0.32972972972972975, fmeasure=0.49593495934959353)}","{'rouge1': Score(precision=0.9791666666666666, recall=0.25405405405405407, fmeasure=0.40343347639484983), 'rouge2': Score(precision=0.9361702127659575, recall=0.2391304347826087, fmeasure=0.380952380952381), 'rougeL': Score(precision=0.6458333333333334, recall=0.16756756756756758, fmeasure=0.2660944206008584)}"
89,"Marsh & Mclennan Companies, Inc.",MMC,"Marsh & McLennan Companies, Inc., a professional services company, provides advice and solutions to clients in the areas of risk, strategy, and people worldwide. It operates through Risk and Insurance Services, and Consulting segments. The Risk and Insurance Services segment offers risk management services, such as risk advice, risk transfer, and risk control and mitigation solutions, as well as insurance and reinsurance broking, strategic advisory services, and analytics solutions, and insurance program management services. It serves businesses, public entities, insurance companies, associations, professional services organizations, and private clients. The Consulting segment provides health, wealth and career advice, solutions and products; and specialized management, strategic, economic, and brand consulting services. Marsh & McLennan Companies, Inc. was founded in 1871 and is headquartered in New York, New York.","Marsh & McLennan Companies, Inc., a professional services company, provides advice and solutions to clients in the areas of risk, strategy, and people worldwide . It operates through Risk and Insurance Services, and Consulting segments . The Risk and Insurance Services segment offers risk management services, such as risk advice, risk transfer, and risk control and mitigation solutions .","Marsh & McLennan Companies, Inc., a professional services company, provides advice and solutions to clients in the areas of risk, strategy, and people worldwide. The Consulting segment provides health, wealth and career advice, solutions and products; and specialized management, strategic, economic, and brand consulting services.","{'rouge1': Score(precision=1.0, recall=0.3548387096774194, fmeasure=0.5238095238095238), 'rouge2': Score(precision=0.9767441860465116, recall=0.34146341463414637, fmeasure=0.5060240963855421), 'rougeL': Score(precision=1.0, recall=0.3548387096774194, fmeasure=0.5238095238095238)}","{'rouge1': Score(precision=1.0, recall=0.4435483870967742, fmeasure=0.6145251396648045), 'rouge2': Score(precision=1.0, recall=0.43902439024390244, fmeasure=0.6101694915254238), 'rougeL': Score(precision=1.0, recall=0.4435483870967742, fmeasure=0.6145251396648045)}"
90,Starbucks Corp,SBUX,"Starbucks Corporation, together with its subsidiaries, operates as a roaster, marketer, and retailer of coffee worldwide. The company operates through three segments: North America, International, and Channel Development. Its stores offer coffee, tea, and other beverages, roasted whole beans and ground coffees, single serve products, and ready-to-drink beverages; and various food products, such as pastries, breakfast sandwiches, and lunch items. The company also licenses its trademarks through licensed stores, and grocery and foodservice accounts. The company offers its products under the Starbucks Coffee, Teavana, Seattle's Best Coffee, Ethos, and Starbucks Reserve brands. Starbucks Corporation was founded in 1971 and is based in Seattle, Washington.","Starbucks Corporation, together with its subsidiaries, operates as a roaster, marketer, and retailer of coffee worldwide . The company operates through three segments: North America, International, and Channel Development . Starbucks Corporation, together with its subsidiaries, operates as a roaster, marketer, and retailer of coffee worldwide .","Its stores offer coffee, tea, and other beverages, roasted whole beans and ground coffees, single serve products, and ready-to-drink beverages; and various food products, such as pastries, breakfast sandwiches, and lunch items. The company offers its products under the Starbucks Coffee, Teavana, Seattle's Best Coffee, Ethos, and Starbucks Reserve brands. Starbucks Corporation, together with its subsidiaries, operates as a roaster, marketer, and retailer of coffee worldwide.","{'rouge1': Score(precision=1.0, recall=0.6448598130841121, fmeasure=0.7840909090909091), 'rouge2': Score(precision=1.0, recall=0.6415094339622641, fmeasure=0.7816091954022989), 'rougeL': Score(precision=0.8115942028985508, recall=0.5233644859813084, fmeasure=0.6363636363636362)}","{'rouge1': Score(precision=0.7727272727272727, recall=0.3177570093457944, fmeasure=0.45033112582781454), 'rouge2': Score(precision=0.6511627906976745, recall=0.2641509433962264, fmeasure=0.37583892617449666), 'rougeL': Score(precision=0.7272727272727273, recall=0.29906542056074764, fmeasure=0.42384105960264895)}"
91,The Charles Schwab Corporation,SCHW,"The Charles Schwab Corporation, together with its subsidiaries, operates as a savings and loan holding company that provides wealth management, securities brokerage, banking, asset management, custody, and financial advisory services in the United States and internationally. The company operates in two segments, Investor Services and Advisor Services. It offers brokerage accounts with equity and fixed income trading, margin lending, options trading, futures and forex trading, and cash management capabilities, including certificates of deposit; third-party mutual funds through the Mutual Fund Marketplace and Mutual Fund OneSource service, as well as mutual fund trading and clearing services to broker-dealers; exchange-traded funds; advisory solutions for managed portfolios, separately managed accounts, customized personal advice for tailored portfolios, specialized planning, and full-time portfolio management; banking products comprising checking and savings accounts, first lien residential real estate mortgage loans, home equity lines of credit, and pledged asset lines; and trust custody services, personal trust reporting services, and administrative trustee services. It also provides digital retirement calculators; integrated web-, mobile-, and software-based trading platforms, real-time market data, options trading, premium research, and multi-channel access; self-service education and support tools; online research and analysis tools; equity compensation plan sponsors full-service recordkeeping for stock plans, stock options, restricted stock, performance shares, and stock appreciation rights; retirement plan services; mutual fund clearing services; and advisor services, including interactive tools and educational content. The Company operates through branch offices. The Charles Schwab Corporation was founded in 1971 and is headquartered in Westlake, Texas.","The Charles Schwab Corporation, together with its subsidiaries, operates as savings and loan holding company . It provides wealth management, securities brokerage, banking, asset management, custody, and financial advisory services in United States and internationally . The Company was founded in 1971 and is headquartered in Westlake, Texas.",,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0, recall=0, fmeasure=0)}","{'rouge1': Score(precision=1.0, recall=0.18326693227091634, fmeasure=0.30976430976430974), 'rouge2': Score(precision=0.8888888888888888, recall=0.16, fmeasure=0.27118644067796616), 'rougeL': Score(precision=0.9782608695652174, recall=0.17928286852589642, fmeasure=0.30303030303030304)}"
92,Bristol-Myers Squibb Co.,BMY,"Bristol-Myers Squibb Company discovers, develops, licenses, manufactures, markets, distributes, and sells biopharmaceutical products worldwide. It offers products for hematology, oncology, cardiovascular, immunology, fibrotic, and neuroscience diseases. The company's products include Eliquis for reduction in risk of stroke/systemic embolism in non-valvular atrial fibrillation, and for the treatment of DVT/PE; Opdivo for various anti-cancer indications, including bladder, blood, CRC, head and neck, RCC, HCC, lung, melanoma, MPM, stomach and esophageal cancer; Pomalyst/Imnovid for multiple myeloma; Orencia for active rheumatoid arthritis and psoriatic arthritis; and Sprycel for the treatment of Philadelphia chromosome-positive chronic myeloid leukemia. It also provides Yervoy for the treatment of patients with unresectable or metastatic melanoma; Empliciti for the treatment of multiple myeloma; Abecma for the treatment of relapsed or refractory multiple myeloma; Reblozyl for the treatment of anemia; Opdualag for the treatment of unresectable or metastatic melanoma; and Zeposia to treat relapsing forms of multiple sclerosis. In addition, the company offers Breyanzi for the treatment of relapsed or refractory large B-cell lymphoma; Onureg for the treatment of AML; Inrebic for the treatment of myelofibrosis; Camzyos for the treatment of symptomatic obstructive HCM to enhance functional capacity and symptom; Sotyktu for the treatment of moderate-to-severe plaque psoriasis; Augtyro for the treatment of locally advanced or metastatic ROS1-positive NSCLC; Revlimid, an oral immunomodulatory drug for the treatment of multiple myeloma; and Abraxane to treat breast cancer, NSCLC and pancreatic cancer. It sells products to wholesalers, distributors, pharmacies, retailers, hospitals, clinics, and government agencies. The company was formerly known as Bristol-Myers Company. Bristol-Myers Squibb Company was founded in 1887 and is headquartered in Princeton, New Jersey.","Bristol-Myers Squibb Company discovers, develops, licenses, manufactures, markets, distributes and sells biopharmaceutical products worldwide . It offers products for hematology, oncology, cardiovascular, immunology, fibrotic, and neuroscience diseases . It offers products for hematology, oncology, cardiovascular, immunology, fibrotic, and neuroscience diseases .","The company's products include Eliquis for reduction in risk of stroke/systemic embolism in non-valvular atrial fibrillation, and for the treatment of DVT/PE; Opdivo for various anti-cancer indications, including bladder, blood, CRC, head and neck, RCC, HCC, lung, melanoma, MPM, stomach and esophageal cancer; Pomalyst/Imnovid for multiple myeloma; Orencia for active rheumatoid arthritis and psoriatic arthritis; and Sprycel for the treatment of Philadelphia chromosome-positive chronic myeloid leukemia.","{'rouge1': Score(precision=1.0, recall=0.26258992805755393, fmeasure=0.41595441595441596), 'rouge2': Score(precision=1.0, recall=0.259927797833935, fmeasure=0.41260744985673353), 'rougeL': Score(precision=1.0, recall=0.26258992805755393, fmeasure=0.41595441595441596)}","{'rouge1': Score(precision=0.8205128205128205, recall=0.11510791366906475, fmeasure=0.2018927444794953), 'rouge2': Score(precision=0.6842105263157895, recall=0.09386281588447654, fmeasure=0.16507936507936508), 'rougeL': Score(precision=0.7948717948717948, recall=0.11151079136690648, fmeasure=0.19558359621451105)}"
93,Chubb Limited,CB,"Chubb Limited provides insurance and reinsurance products worldwide. The company's North America Commercial P&C Insurance segment offers commercial property, casualty, workers' compensation, package policies, risk management, financial lines, marine, construction, environmental, medical risk, cyber risk, surety, and casualty; and group accident and health insurance to large, middle market, and small commercial businesses. Its North America Personal P&C Insurance segment provides affluent and high net worth individuals and families with homeowners, automobile and collector cars, valuable articles, personal and excess liability, travel insurance, and recreational marine insurance and services. The company's North America Agricultural Insurance segment offers multiple peril crop and crop-hail insurance; and coverage for farm, ranch, and specialty property and casualty, and commercial agriculture products. Its Overseas General Insurance segment provides coverage for traditional commercial property and casualty; specialty categories, such as financial lines, marine, energy, aviation, political risk, and construction; and group accident and health, and traditional and specialty personal lines for corporations, middle markets, and small customers through retail brokers, agents, and other channels. The company's Global Reinsurance segment offers traditional and specialty reinsurance under the Chubb Tempest Re brand to property and casualty companies. Its Life Insurance segment provides protection and savings products comprising whole life, endowment plans, individual and life, group term life, health protection, personal accident, credit life, universal life, group employee benefits, and unit linked contracts. It markets its products primarily through insurance and reinsurance brokers. The company was formerly known as ACE Limited and changed its name to Chubb Limited in January 2016. Chubb Limited was incorporated in 1985 and is headquartered in Zurich, Switzerland.","Chubb Limited was formerly known as ACE Limited and changed its name to Chubb Limited in January 2016. Chubb Limited was incorporated in 1985 and is headquartered in Zurich, Switzerland. Chubb Limited was formerly known as ACE Limited and changed its name to Chubb Limited in January 2016.","Its Overseas General Insurance segment provides coverage for traditional commercial property and casualty; specialty categories, such as financial lines, marine, energy, aviation, political risk, and construction; and group accident and health, and traditional and specialty personal lines for corporations, middle markets, and small customers through retail brokers, agents, and other channels.","{'rouge1': Score(precision=1.0, recall=0.1895910780669145, fmeasure=0.31875), 'rouge2': Score(precision=1.0, recall=0.1865671641791045, fmeasure=0.3144654088050315), 'rougeL': Score(precision=1.0, recall=0.1895910780669145, fmeasure=0.31875)}","{'rouge1': Score(precision=0.7291666666666666, recall=0.13011152416356878, fmeasure=0.22082018927444796), 'rouge2': Score(precision=0.5957446808510638, recall=0.1044776119402985, fmeasure=0.17777777777777778), 'rougeL': Score(precision=0.625, recall=0.11152416356877323, fmeasure=0.1892744479495268)}"
94,Arista Networks,ANET,"Arista Networks, Inc. engages in the development, marketing, and sale of data-driven, client to cloud networking solutions for data center, campus, and routing environments in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. Its cloud networking solutions consist of Extensible Operating System (EOS), a publish-subscribe state-sharing networking operating system offered in combination with a set of network applications. The company offers data center and cloud networking systems, including newer artificial intelligence (AI) ethernet switching platforms; campus wired and wireless products, and routing systems addressing Core Routing, Edge Routing, Data Center Interconnect (DCI), Multi-cloud and Wide Area Networking (WAN) use cases; and a suite of value-add software solutions that leverage EOS to provide end-to-end orchestration, automation, analytics, network monitoring, and security. It also provides post contract customer support services, such as technical support, hardware repair and replacement parts beyond standard warranty, bug fixes, patches, and upgrade services. The company serves a range of industries comprising internet companies, service providers, financial services organizations, government agencies, media and entertainment companies, telecommunication service providers, and others. It markets and sells its products through distributors, system integrators, value-added resellers, and original equipment manufacturer partners, as well as through its direct sales force. The company was formerly known as Arastra, Inc. and changed its name to Arista Networks, Inc. in October 2008. Arista Networks, Inc. was incorporated in 2004 and is headquartered in Santa Clara, California.","Arista Networks, Inc. was formerly known as Arastra, Inc. and changed its name to Arista Networks, Inc. in October 2008 . It offers data center and cloud networking systems, including newer artificial intelligence (AI) ethernet switching platforms . It offers campus wired and wireless products, and routing systems addressing Core Routing, Edge Routing, Data Center Interconnect (DCI), Multi-cloud and Wide Area Networking","The company offers data center and cloud networking systems, including newer artificial intelligence (AI) ethernet switching platforms; campus wired and wireless products, and routing systems addressing Core Routing, Edge Routing, Data Center Interconnect (DCI), Multi-cloud and Wide Area Networking (WAN) use cases; and a suite of value-add software solutions that leverage EOS to provide end-to-end orchestration, automation, analytics, network monitoring, and security.","{'rouge1': Score(precision=1.0, recall=0.27385892116182575, fmeasure=0.4299674267100978), 'rouge2': Score(precision=1.0, recall=0.2708333333333333, fmeasure=0.4262295081967213), 'rougeL': Score(precision=1.0, recall=0.27385892116182575, fmeasure=0.4299674267100978)}","{'rouge1': Score(precision=1.0, recall=0.25311203319502074, fmeasure=0.40397350993377484), 'rouge2': Score(precision=0.9166666666666666, recall=0.22916666666666666, fmeasure=0.36666666666666664), 'rougeL': Score(precision=0.7377049180327869, recall=0.18672199170124482, fmeasure=0.2980132450331126)}"
95,Kkr & Co. Inc.,KKR,"KKR & Co. Inc. is a private equity and real estate investment firm specializing in direct and fund of fund investments. It specializes in acquisitions, leveraged buyouts, management buyouts, credit special situations, growth equity, mature, mezzanine, distressed, turnaround, lower middle market, and middle market investments. The firm considers investments in all industries with a focus on software, security, semiconductors, consumer electronics, internet of things (iot), internet, information services, information technology infrastructure, financial technology, network and cyber security architecture, engineering and operations, content, technology and hardware, energy and infrastructure, real estate, services industry with a focus on business services, intelligence, industry-leading franchises and companies in natural resource, containers and packaging, agriculture, airports, ports, forestry, electric utilities, textiles, apparel and luxury goods, household durables, digital media, insurance, brokerage houses, non-durable goods distribution, supermarket retailing, grocery stores, food, beverage, and tobacco, hospitals, entertainment venues and production companies, publishing, printing services, capital goods, financial services, specialized finance, pipelines, and renewable energy. In energy and infrastructure, it focuses on the upstream oil and gas and equipment, minerals and royalties and services verticals. In real estate, the firm seeks to invest in private and public real estate securities including property-level equity, debt and special situations transactions and businesses with significant real estate holdings, and oil and natural gas properties. The firm also invests in asset services sector that encompasses a broad array of B2B, B2C and B2G services verticals including asset-based, transport, logistics, leisure/hospitality, resource and utility support, infra-like, mission-critical, and environmental services. Within Americas, the firm prefers to invest in consumer products; chemicals, metals and mining; energy and natural resources; financial services; healthcare; industrials; media and communications; retail; and technology. Within Europe, the firm invests in consumer and retail; energy; financial services; health care; industrials and chemicals; media and digital; and telecom and technologies. Within Asia, it invests in consumer products; energy and resources; financial services; healthcare; industrials; logistics; media and telecom; retail; real estate; and technology. It also seeks to make impact investments focused on identifying and investing behind businesses with positive social or environmental impact. The firm seeks to invest in mid to high-end residential developments but can invest in other projects throughout Mainland China through outright ownership, joint ventures, and merger. It invests globally with a focus on Australia, emerging and developed Asia, Middle East and Africa, Nordic, Southeast Asia, Asia Pacific, Ireland, Hong Kong, Japan, Taiwan, India, Vietnam, Malaysia, Singapore, Indonesia, France, Germany, Netherlands, United Kingdom, Caribbean, Mexico, South America, North America, Brazil, Latin America, Korea with a focus on South Korea, and United States of America. In the United States and Europe, the firm focuses on buyouts of large, publicly traded companies. For middle market it seeks to invest in companies with enterprise values between $200 million to $1000 million. The firm prefers to invest in a range of debt and public equity investing and may co-invest. It seeks a board seat in its portfolio companies and a controlling ownership of a company or a strategic minority position. The firm may acquire majority and minority equity interests, particularly when making private equity investments in Asia or sponsoring investments as part of a large investor consortium. The firm typically holds its investment for a period of five to seven years and more and exits through initial public offerings, secondary offerings, and sales to strategic buyers. KKR & Co. Inc. was founded in 1976 and is based in New York, New York with additional offices across North America, Europe, Australia and Asia.","KKR & Co. Inc. is a private equity and real estate investment firm specializing in direct and fund of fund investments . It specializes in acquisitions, leveraged buyouts, management buyouts, credit special situations, growth equity, mature, mezzanine, distressed, turnaround . The firm considers investments in all industries with a focus on software, security, semiconductors, consumer electronics .",,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0, recall=0, fmeasure=0)}","{'rouge1': Score(precision=1.0, recall=0.09028960817717206, fmeasure=0.165625), 'rouge2': Score(precision=0.9807692307692307, recall=0.08703071672354949, fmeasure=0.15987460815047022), 'rougeL': Score(precision=1.0, recall=0.09028960817717206, fmeasure=0.165625)}"
96,Lam Research Corp,LRCX,"Lam Research Corporation designs, manufactures, markets, refurbishes, and services semiconductor processing equipment used in the fabrication of integrated circuits. The company offers ALTUS systems to deposit conformal films for tungsten metallization applications; SABRE electrochemical deposition products for copper interconnect transition that offers copper damascene manufacturing; and VECTOR plasma-enhanced CVD products. It also provides SPEED gapfill high-density plasma chemical vapor deposition products; and Striker single-wafer atomic layer deposition products for dielectric film solutions. In addition, the company offers Flex for dielectric etch applications; Vantex, a dielectric etch system that provides RF technology and repeatable wafer-to-wafer performance enabled by Equipment Intelligence solutions; Kiyo for conductor etch applications; Syndion for through-silicon via etch applications; and Versys metal products for metal etch processes. Further, it provides Coronus bevel clean products to enhance die yield; and Da Vinci, DV-Prime, EOS, and SP series products to address various wafer cleaning applications. The company sells its products in the United States, China, Europe, Japan, Korea, Southeast Asia, and Taiwan. Lam Research Corporation was incorporated in 1980 and is headquartered in Fremont, California.","Lam Research Corporation was incorporated in 1980 and is headquartered in Fremont, California . The company offers ALTUS systems to deposit conformal films for tungsten metallization applications . It also offers SPEED gapfill high-density plasma chemical vapor deposition products . The company also offers Striker single-wafer atomic layer deposition products .","The company offers ALTUS systems to deposit conformal films for tungsten metallization applications; SABRE electrochemical deposition products for copper interconnect transition that offers copper damascene manufacturing; and VECTOR plasma-enhanced CVD products. Further, it provides Coronus bevel clean products to enhance die yield; and Da Vinci, DV-Prime, EOS, and SP series products to address various wafer cleaning applications.","{'rouge1': Score(precision=1.0, recall=0.3241758241758242, fmeasure=0.48962655601659755), 'rouge2': Score(precision=0.9827586206896551, recall=0.3149171270718232, fmeasure=0.4769874476987447), 'rougeL': Score(precision=1.0, recall=0.3241758241758242, fmeasure=0.48962655601659755)}","{'rouge1': Score(precision=0.9795918367346939, recall=0.26373626373626374, fmeasure=0.4155844155844156), 'rouge2': Score(precision=0.8333333333333334, recall=0.22099447513812154, fmeasure=0.34934497816593885), 'rougeL': Score(precision=0.7346938775510204, recall=0.1978021978021978, fmeasure=0.3116883116883117)}"
97,Deere & Company,DE,"Deere & Company engages in the manufacture and distribution of various equipment worldwide. The company operates through four segments: Production and Precision Agriculture, Small Agriculture and Turf, Construction and Forestry, and Financial Services. The Production and Precision Agriculture segment provides large and medium tractors, combines, cotton pickers and strippers, sugarcane harvesters and loaders, harvesting front-end equipment, pull-behind scrapers, and tillage and seeding equipment, as well as application equipment, including sprayers and nutrient management, and soil preparation machinery for grain growers. The Small Agriculture and Turf segment offers utility tractors, and related loaders and attachments; turf and utility equipment, including riding lawn equipment, commercial mowing equipment, golf course equipment, and utility vehicles, as well as implements for mowing, tilling, snow and debris handling, aerating, residential, commercial, golf, and sports turf care applications; other outdoor power products; and hay and forage equipment. This segment also resells products from other manufacturers. It serves dairy and livestock producers, crop producers, and turf and utility customers. The Construction and Forestry segment provides a range of backhoe loaders, crawler dozers and loaders, four-wheel-drive loaders, excavators, motor graders, articulated dump trucks, landscape and skid-steer loaders, milling machines, pavers, compactors, rollers, crushers, screens, asphalt plants, log skidders, log feller bunchers, log loaders and forwarders, log harvesters, and attachments; and roadbuilding equipment. The Financial Services segment finances sales and leases agriculture and turf, and construction and forestry equipment. It also offers wholesale financing to dealers of the foregoing equipment; and extended equipment warranties, as well as finances retail revolving charge accounts. The company was founded in 1837 and is headquartered in Moline, Illinois.","Deere & Company operates through four segments: Production and Precision Agriculture, Small Agriculture and Turf, Construction and Forestry, and Financial Services . The company was founded in 1837 and is headquartered in Moline, Illinois.","The Production and Precision Agriculture segment provides large and medium tractors, combines, cotton pickers and strippers, sugarcane harvesters and loaders, harvesting front-end equipment, pull-behind scrapers, and tillage and seeding equipment, as well as application equipment, including sprayers and nutrient management, and soil preparation machinery for grain growers.","{'rouge1': Score(precision=1.0, recall=0.1828358208955224, fmeasure=0.30914826498422715), 'rouge2': Score(precision=1.0, recall=0.1797752808988764, fmeasure=0.30476190476190473), 'rougeL': Score(precision=1.0, recall=0.1828358208955224, fmeasure=0.30914826498422715)}","{'rouge1': Score(precision=1.0, recall=0.11940298507462686, fmeasure=0.21333333333333335), 'rouge2': Score(precision=1.0, recall=0.11610486891385768, fmeasure=0.2080536912751678), 'rougeL': Score(precision=1.0, recall=0.11940298507462686, fmeasure=0.21333333333333335)}"
